Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
12-07-2024,15:00:00,CNR2021170996,Success,CID963896,Prime Sedan,null,null,No,null,185.00,Cash,48.00,4.00,3.40
17-07-2024,08:54:00,CNR6936493635,Driver Not Found,CID315438,Mini,null,null,null,null,437.00,null,0.00,null,null
13-07-2024,13:57:00,CNR3236405382,Canceled by Customer,CID122231,Prime SUV,Driver asked to cancel,null,null,null,2041.00,null,0.00,null,null
13-07-2024,22:44:00,CNR1370919270,Canceled by Driver,CID173271,Bike,null,More than permitted people in there,null,null,433.00,null,0.00,null,null
09-07-2024,22:27:00,CNR3263288881,Success,CID527874,Prime Sedan,null,null,No,null,409.00,UPI,26.00,3.70,4.40
21-07-2024,08:46:00,CNR9506645927,Success,CID918201,Prime Sedan,null,null,No,null,428.00,Cash,8.00,4.20,3.70
16-07-2024,01:23:00,CNR1301289023,Success,CID742613,Auto,null,null,No,null,475.00,Cash,14.00,3.80,4.40
26-07-2024,03:35:00,CNR9388839389,Success,CID472615,Mini,null,null,No,null,894.00,Cash,18.00,3.00,3.70
05-07-2024,23:52:00,CNR1020189892,Success,CID879371,Prime Sedan,null,null,No,null,480.00,Cash,23.00,4.50,3.30
01-07-2024,07:12:00,CNR2349170978,Success,CID123353,Mini,null,null,No,null,203.00,Cash,49.00,4.40,4.50
02-07-2024,09:17:00,CNR2746190258,Success,CID539310,Bike,null,null,Yes,Vehicle Breakdown,242.00,UPI,6.00,3.20,4.90
18-07-2024,08:01:00,CNR9528722169,Canceled by Customer,CID546382,Bike,Change of plans,null,null,null,171.00,null,0.00,null,null
05-07-2024,00:17:00,CNR6957208108,Canceled by Driver,CID247113,eBike,null,Personal & Car related issue,null,null,356.00,null,0.00,null,null
01-07-2024,09:24:00,CNR9751310060,Canceled by Driver,CID529216,Prime Plus,null,Customer was coughing/sick,null,null,635.00,null,0.00,null,null
05-07-2024,20:23:00,CNR3476501708,Success,CID922893,Prime Plus,null,null,No,null,308.00,Cash,4.00,4.80,4.30
29-07-2024,09:57:00,CNR7747778033,Success,CID773983,Mini,null,null,No,null,807.00,UPI,24.00,3.10,4.60
11-07-2024,17:15:00,CNR9414660781,Success,CID700754,Prime SUV,null,null,No,null,199.00,UPI,3.00,3.80,3.30
24-07-2024,22:08:00,CNR5474389677,Driver Not Found,CID206684,Prime Sedan,null,null,null,null,192.00,null,0.00,null,null
15-07-2024,20:38:00,CNR6777210548,Success,CID312446,Bike,null,null,No,null,354.00,Cash,44.00,4.70,4.00
02-07-2024,19:02:00,CNR9214062031,Canceled by Driver,CID724627,Bike,null,Customer was coughing/sick,null,null,969.00,null,0.00,null,null
11-07-2024,07:02:00,CNR5003692434,Canceled by Driver,CID115654,Prime SUV,null,Customer related issue,null,null,324.00,null,0.00,null,null
05-07-2024,09:05:00,CNR3464363268,Success,CID197314,Mini,null,null,No,null,102.00,UPI,19.00,4.90,3.80
24-07-2024,16:22:00,CNR4487531326,Canceled by Driver,CID353025,Prime Plus,null,Customer was coughing/sick,null,null,2743.00,null,0.00,null,null
18-07-2024,10:42:00,CNR5916127591,Canceled by Driver,CID658942,Prime SUV,null,More than permitted people in there,null,null,170.00,null,0.00,null,null
22-07-2024,20:27:00,CNR3444111228,Success,CID242301,Prime Sedan,null,null,No,null,2670.00,Cash,6.00,4.80,4.10
22-07-2024,09:40:00,CNR1655358428,Success,CID633339,Prime SUV,null,null,No,null,927.00,Debit Card,30.00,4.70,4.70
18-07-2024,20:17:00,CNR8872659677,Success,CID421527,Prime Sedan,null,null,No,null,138.00,Cash,21.00,3.90,5.00
10-07-2024,11:54:00,CNR7170996385,Canceled by Driver,CID718357,Prime SUV,null,Personal & Car related issue,null,null,159.00,null,0.00,null,null
22-07-2024,19:16:00,CNR4497075675,Canceled by Driver,CID149132,Mini,null,More than permitted people in there,null,null,459.00,null,0.00,null,null
14-07-2024,08:52:00,CNR7449728283,Success,CID132867,eBike,null,null,No,null,334.00,UPI,46.00,4.60,3.70
24-07-2024,00:57:00,CNR5083715014,Success,CID125512,Prime SUV,null,null,No,null,821.00,Cash,4.00,4.50,4.00
10-07-2024,00:35:00,CNR3136683983,Success,CID107382,eBike,null,null,No,null,191.00,Cash,44.00,4.10,4.30
26-07-2024,00:48:00,CNR1334452847,Success,CID850178,Mini,null,null,No,null,623.00,Cash,43.00,4.90,4.30
07-07-2024,10:47:00,CNR3511228303,Success,CID233462,eBike,null,null,No,null,254.00,UPI,2.00,3.80,3.40
06-07-2024,11:31:00,CNR6531590585,Success,CID849099,Prime SUV,null,null,No,null,279.00,Cash,24.00,3.90,3.60
19-07-2024,02:12:00,CNR8304396520,Success,CID441734,Mini,null,null,No,null,775.00,Cash,20.00,3.40,3.90
13-07-2024,13:37:00,CNR5316877552,Success,CID597415,Prime Sedan,null,null,No,null,777.00,Cash,4.00,3.10,3.10
12-07-2024,12:22:00,CNR4033026953,Canceled by Customer,CID964017,Mini,Change of plans,null,null,null,749.00,null,0.00,null,null
26-07-2024,10:00:00,CNR8002660835,Success,CID414897,Mini,null,null,No,null,139.00,Cash,20.00,4.80,4.20
25-07-2024,18:29:00,CNR5197575744,Driver Not Found,CID453969,Bike,null,null,null,null,402.00,null,0.00,null,null
12-07-2024,21:31:00,CNR2301026710,Success,CID498623,Mini,null,null,No,null,488.00,UPI,39.00,3.10,4.60
21-07-2024,14:45:00,CNR6731315928,Success,CID154227,eBike,null,null,No,null,855.00,Cash,17.00,4.70,3.30
20-07-2024,23:51:00,CNR5508757551,Success,CID329937,Prime Sedan,null,null,No,null,123.00,Cash,17.00,3.30,3.00
13-07-2024,16:01:00,CNR9197549028,Canceled by Driver,CID128714,Bike,null,Personal & Car related issue,null,null,575.00,null,0.00,null,null
19-07-2024,23:17:00,CNR8512315678,Success,CID775930,Prime SUV,null,null,No,null,280.00,UPI,32.00,4.40,4.70
02-07-2024,08:37:00,CNR7569560600,Driver Not Found,CID591798,Mini,null,null,null,null,783.00,null,0.00,null,null
24-07-2024,05:32:00,CNR6279745498,Canceled by Driver,CID491057,eBike,null,Personal & Car related issue,null,null,134.00,null,0.00,null,null
28-07-2024,22:20:00,CNR9475965579,Success,CID419226,Prime Plus,null,null,No,null,652.00,Cash,37.00,4.40,4.20
25-07-2024,20:47:00,CNR4222027592,Canceled by Driver,CID361979,Bike,null,Customer related issue,null,null,188.00,null,0.00,null,null
18-07-2024,22:02:00,CNR7529759217,Success,CID811609,eBike,null,null,No,null,494.00,UPI,9.00,4.00,4.90
08-07-2024,02:42:00,CNR4160833821,Success,CID235412,Prime Plus,null,null,No,null,537.00,UPI,26.00,4.70,4.30
23-07-2024,23:10:00,CNR9431366465,Success,CID412446,Bike,null,null,No,null,425.00,Credit Card,6.00,4.10,3.30
29-07-2024,02:13:00,CNR2158759282,Success,CID168682,Prime SUV,null,null,No,null,312.00,UPI,43.00,4.20,3.60
28-07-2024,16:37:00,CNR6512371895,Success,CID620089,Prime Plus,null,null,No,null,406.00,UPI,17.00,4.00,3.90
02-07-2024,14:53:00,CNR2246683958,Canceled by Driver,CID179544,Bike,null,Personal & Car related issue,null,null,375.00,null,0.00,null,null
13-07-2024,11:21:00,CNR8116485840,Success,CID776377,Prime SUV,null,null,No,null,1398.00,Cash,42.00,3.50,4.00
25-07-2024,10:27:00,CNR1297022984,Success,CID100941,eBike,null,null,No,null,435.00,Cash,25.00,3.70,3.80
27-07-2024,05:48:00,CNR8248200969,Canceled by Customer,CID473650,Prime Plus,Driver is not moving towards pickup location,null,null,null,862.00,null,0.00,null,null
09-07-2024,12:38:00,CNR5854375398,Success,CID474614,Bike,null,null,No,null,401.00,UPI,35.00,4.50,4.90
10-07-2024,04:54:00,CNR7859241909,Success,CID837439,Prime Plus,null,null,No,null,353.00,Cash,22.00,4.20,3.60
04-07-2024,01:26:00,CNR3965495648,Driver Not Found,CID368479,Mini,null,null,null,null,163.00,null,0.00,null,null
09-07-2024,13:07:00,CNR9933479054,Success,CID248930,Bike,null,null,No,null,169.00,Cash,10.00,4.00,3.90
26-07-2024,06:18:00,CNR7072501308,Driver Not Found,CID889305,Prime Sedan,null,null,null,null,205.00,null,0.00,null,null
24-07-2024,13:37:00,CNR9575981632,Driver Not Found,CID644495,Prime Sedan,null,null,null,null,280.00,null,0.00,null,null
09-07-2024,05:09:00,CNR9437160514,Success,CID754257,Prime Sedan,null,null,No,null,462.00,UPI,34.00,3.10,3.70
11-07-2024,04:28:00,CNR4931485923,Success,CID826883,eBike,null,null,No,null,368.00,Cash,23.00,4.90,4.30
11-07-2024,07:44:00,CNR7267742964,Success,CID660311,eBike,null,null,No,null,154.00,Cash,37.00,4.20,4.20
26-07-2024,22:58:00,CNR1731227232,Success,CID461196,Bike,null,null,No,null,203.00,Cash,14.00,3.80,4.90
21-07-2024,15:13:00,CNR2811284234,Canceled by Driver,CID211966,Mini,null,Customer related issue,null,null,2994.00,null,0.00,null,null
13-07-2024,03:21:00,CNR4759314933,Canceled by Driver,CID964058,Mini,null,Customer was coughing/sick,null,null,264.00,null,0.00,null,null
22-07-2024,07:12:00,CNR6121188698,Success,CID608082,Prime Plus,null,null,No,null,192.00,UPI,34.00,3.50,4.30
07-07-2024,22:09:00,CNR3451956277,Success,CID458570,Prime Plus,null,null,No,null,898.00,UPI,8.00,3.40,4.70
23-07-2024,13:10:00,CNR9406766463,Driver Not Found,CID618392,Prime Sedan,null,null,null,null,447.00,null,0.00,null,null
15-07-2024,15:49:00,CNR2896792810,Success,CID267139,Mini,null,null,No,null,336.00,Cash,48.00,3.30,4.10
28-07-2024,15:52:00,CNR9457420350,Canceled by Driver,CID771172,Prime SUV,null,Customer was coughing/sick,null,null,463.00,null,0.00,null,null
18-07-2024,22:53:00,CNR6793396926,Success,CID133332,Prime Plus,null,null,No,null,133.00,UPI,23.00,4.20,3.70
14-07-2024,08:19:00,CNR8007563563,Success,CID536824,Prime SUV,null,null,No,null,344.00,UPI,21.00,3.30,3.20
06-07-2024,00:47:00,CNR3882963361,Success,CID387893,Auto,null,null,No,null,1284.00,Cash,9.00,4.50,4.00
22-07-2024,18:31:00,CNR2765070733,Success,CID972846,Prime Sedan,null,null,No,null,292.00,Cash,4.00,3.40,3.40
05-07-2024,01:36:00,CNR2285243776,Driver Not Found,CID328115,eBike,null,null,null,null,245.00,null,0.00,null,null
14-07-2024,03:40:00,CNR3890716182,Success,CID768333,Bike,null,null,No,null,497.00,UPI,6.00,3.50,3.50
12-07-2024,08:36:00,CNR6410167951,Success,CID488032,Prime Sedan,null,null,No,null,465.00,Cash,26.00,4.40,3.30
18-07-2024,18:10:00,CNR4189222346,Success,CID524772,Mini,null,null,No,null,429.00,Cash,40.00,3.30,4.10
09-07-2024,22:52:00,CNR3605074401,Canceled by Driver,CID383171,Bike,null,Personal & Car related issue,null,null,386.00,null,0.00,null,null
14-07-2024,20:20:00,CNR6534115031,Success,CID547942,Prime Plus,null,null,Yes,Customer Demand,678.00,Cash,13.00,3.40,3.60
07-07-2024,18:39:00,CNR9095100526,Success,CID595323,Bike,null,null,No,null,805.00,UPI,1.00,4.10,4.50
13-07-2024,11:33:00,CNR7237141552,Success,CID505823,Prime Sedan,null,null,No,null,225.00,UPI,46.00,3.90,3.00
15-07-2024,00:53:00,CNR7873898403,Success,CID691901,eBike,null,null,No,null,362.00,Credit Card,41.00,3.40,3.30
04-07-2024,21:16:00,CNR5197490548,Canceled by Customer,CID101047,eBike,Wrong Address,null,null,null,988.00,null,0.00,null,null
22-07-2024,08:34:00,CNR1588257258,Success,CID820547,eBike,null,null,No,null,711.00,UPI,25.00,3.40,3.70
11-07-2024,04:34:00,CNR7505699336,Success,CID876042,Prime SUV,null,null,No,null,247.00,Cash,36.00,3.30,3.50
10-07-2024,21:01:00,CNR1125562910,Success,CID638725,Bike,null,null,No,null,751.00,Cash,27.00,4.20,4.60
29-07-2024,12:18:00,CNR5489688172,Driver Not Found,CID113964,Prime Sedan,null,null,null,null,364.00,null,0.00,null,null
07-07-2024,10:32:00,CNR7550376670,Success,CID209330,eBike,null,null,No,null,492.00,Cash,9.00,5.00,3.20
08-07-2024,00:22:00,CNR2909272017,Canceled by Driver,CID434952,Prime SUV,null,More than permitted people in there,null,null,413.00,null,0.00,null,null
14-07-2024,12:21:00,CNR8233755175,Canceled by Driver,CID985143,Auto,null,More than permitted people in there,null,null,1913.00,null,0.00,null,null
13-07-2024,21:14:00,CNR3875114025,Canceled by Customer,CID557712,Prime Sedan,Driver is not moving towards pickup location,null,null,null,427.00,null,0.00,null,null
07-07-2024,06:01:00,CNR7154612239,Success,CID983107,Bike,null,null,No,null,237.00,Cash,11.00,4.10,4.50
11-07-2024,01:14:00,CNR2301026787,Success,CID384721,Prime Sedan,null,null,No,null,722.00,Cash,8.00,3.90,3.20
08-07-2024,09:50:00,CNR8018593318,Canceled by Driver,CID593444,eBike,null,Customer related issue,null,null,292.00,null,0.00,null,null
12-07-2024,00:41:00,CNR3672645638,Canceled by Driver,CID777475,Mini,null,Customer was coughing/sick,null,null,418.00,null,0.00,null,null
11-07-2024,12:47:00,CNR1007722874,Success,CID257931,Prime Sedan,null,null,No,null,452.00,UPI,11.00,3.30,3.80
14-07-2024,06:25:00,CNR2609948744,Canceled by Driver,CID515544,Prime Sedan,null,Customer was coughing/sick,null,null,251.00,null,0.00,null,null
13-07-2024,22:45:00,CNR6938191805,Success,CID235638,Prime Plus,null,null,No,null,395.00,Cash,11.00,4.00,3.20
30-07-2024,10:55:00,CNR4252252554,Driver Not Found,CID912847,Mini,null,null,null,null,727.00,null,0.00,null,null
28-07-2024,15:42:00,CNR5763432325,Success,CID810060,Prime Plus,null,null,No,null,484.00,Cash,46.00,4.90,5.00
12-07-2024,08:56:00,CNR9056033418,Success,CID795459,Auto,null,null,No,null,179.00,Credit Card,9.00,3.20,4.20
02-07-2024,02:15:00,CNR4991210304,Driver Not Found,CID908044,eBike,null,null,null,null,286.00,null,0.00,null,null
18-07-2024,10:23:00,CNR2745399311,Driver Not Found,CID480126,Bike,null,null,null,null,213.00,null,0.00,null,null
20-07-2024,09:44:00,CNR5341851721,Success,CID607758,Prime SUV,null,null,No,null,191.00,Cash,12.00,4.00,3.00
08-07-2024,09:18:00,CNR1862015447,Success,CID926826,Bike,null,null,No,null,180.00,UPI,5.00,3.90,4.20
02-07-2024,12:55:00,CNR9438547901,Driver Not Found,CID182210,Prime Sedan,null,null,null,null,112.00,null,0.00,null,null
08-07-2024,03:55:00,CNR7007900148,Canceled by Driver,CID167243,Prime Sedan,null,Customer was coughing/sick,null,null,835.00,null,0.00,null,null
21-07-2024,12:07:00,CNR7544080082,Success,CID616484,Prime Sedan,null,null,No,null,415.00,UPI,46.00,4.40,4.70
12-07-2024,19:56:00,CNR9717347406,Driver Not Found,CID708052,eBike,null,null,null,null,703.00,null,0.00,null,null
03-07-2024,16:23:00,CNR7848408511,Canceled by Driver,CID623543,eBike,null,More than permitted people in there,null,null,218.00,null,0.00,null,null
16-07-2024,09:25:00,CNR2765960844,Success,CID986736,Auto,null,null,No,null,993.00,Cash,4.00,4.30,3.70
12-07-2024,09:34:00,CNR8719488133,Success,CID794703,Prime Plus,null,null,No,null,699.00,Cash,13.00,4.10,3.30
19-07-2024,04:33:00,CNR3759927469,Canceled by Driver,CID329867,eBike,null,More than permitted people in there,null,null,142.00,null,0.00,null,null
12-07-2024,03:42:00,CNR5637273829,Canceled by Driver,CID665376,Prime Plus,null,Customer was coughing/sick,null,null,2237.00,null,0.00,null,null
25-07-2024,18:12:00,CNR6276631847,Canceled by Customer,CID831549,Prime Sedan,Change of plans,null,null,null,356.00,null,0.00,null,null
03-07-2024,22:11:00,CNR5720061159,Canceled by Customer,CID287403,Prime SUV,Driver is not moving towards pickup location,null,null,null,235.00,null,0.00,null,null
30-07-2024,11:38:00,CNR8224768638,Success,CID761513,Mini,null,null,No,null,2647.00,Cash,4.00,4.80,3.00
17-07-2024,11:52:00,CNR5384064830,Success,CID589881,Prime SUV,null,null,No,null,420.00,UPI,41.00,4.50,4.80
21-07-2024,23:41:00,CNR2575352694,Canceled by Driver,CID375286,Auto,null,Customer was coughing/sick,null,null,229.00,null,0.00,null,null
18-07-2024,06:57:00,CNR3429708937,Success,CID643277,Prime Plus,null,null,No,null,131.00,UPI,9.00,3.40,4.10
26-07-2024,12:49:00,CNR4248683053,Driver Not Found,CID718176,eBike,null,null,null,null,397.00,null,0.00,null,null
06-07-2024,01:06:00,CNR2696522449,Canceled by Driver,CID405700,eBike,null,More than permitted people in there,null,null,325.00,null,0.00,null,null
23-07-2024,08:39:00,CNR8875736010,Success,CID546435,Prime Plus,null,null,No,null,473.00,Cash,40.00,3.00,3.70
01-07-2024,18:57:00,CNR5354482722,Success,CID743547,Mini,null,null,Yes,Vehicle Breakdown,188.00,UPI,7.00,4.80,3.50
28-07-2024,15:00:00,CNR7348776081,Success,CID258480,eBike,null,null,No,null,443.00,Credit Card,24.00,4.20,4.10
18-07-2024,08:57:00,CNR1620728581,Success,CID866385,Bike,null,null,No,null,225.00,Cash,37.00,3.50,3.20
30-07-2024,14:55:00,CNR1716326435,Success,CID824048,Prime Plus,null,null,No,null,491.00,Cash,12.00,4.50,4.30
06-07-2024,05:42:00,CNR5293100004,Success,CID572773,Prime Plus,null,null,No,null,141.00,UPI,6.00,4.10,3.90
25-07-2024,07:30:00,CNR7385681872,Canceled by Customer,CID605606,Mini,Driver asked to cancel,null,null,null,179.00,null,0.00,null,null
02-07-2024,20:57:00,CNR4260062721,Success,CID141335,eBike,null,null,No,null,501.00,Cash,28.00,4.00,3.30
07-07-2024,22:07:00,CNR5353267039,Canceled by Customer,CID695581,Prime Sedan,Wrong Address,null,null,null,662.00,null,0.00,null,null
21-07-2024,23:42:00,CNR5834128586,Success,CID661240,Prime Sedan,null,null,No,null,402.00,Cash,24.00,3.10,5.00
05-07-2024,00:36:00,CNR2689788157,Success,CID728842,eBike,null,null,No,null,257.00,Cash,15.00,4.60,3.10
05-07-2024,07:05:00,CNR8308180729,Success,CID918254,eBike,null,null,No,null,150.00,UPI,33.00,4.10,3.80
11-07-2024,06:48:00,CNR1861776369,Canceled by Driver,CID847924,Bike,null,Personal & Car related issue,null,null,326.00,null,0.00,null,null
25-07-2024,08:04:00,CNR9080925179,Success,CID244519,Mini,null,null,No,null,395.00,UPI,28.00,4.30,4.10
04-07-2024,08:56:00,CNR4992517191,Success,CID688426,eBike,null,null,No,null,2820.00,Cash,5.00,3.80,4.40
16-07-2024,17:19:00,CNR3387702076,Success,CID673105,Prime SUV,null,null,No,null,948.00,Cash,3.00,3.40,3.30
12-07-2024,08:38:00,CNR1623458714,Success,CID654887,eBike,null,null,Yes,Customer Demand,207.00,UPI,33.00,3.90,4.70
07-07-2024,23:55:00,CNR2221698882,Canceled by Driver,CID303325,Prime Sedan,null,Customer related issue,null,null,270.00,null,0.00,null,null
29-07-2024,15:26:00,CNR5385910040,Success,CID104986,Prime Plus,null,null,No,null,828.00,Cash,26.00,4.40,4.70
29-07-2024,03:05:00,CNR9138633894,Driver Not Found,CID694053,eBike,null,null,null,null,132.00,null,0.00,null,null
25-07-2024,06:37:00,CNR2798082327,Success,CID874840,Prime Sedan,null,null,No,null,1220.00,UPI,13.00,3.10,3.50
12-07-2024,04:23:00,CNR8975760887,Success,CID894959,Mini,null,null,Yes,Vehicle Breakdown,994.00,Cash,37.00,3.90,3.70
23-07-2024,17:38:00,CNR9757346152,Success,CID690507,Prime SUV,null,null,No,null,930.00,UPI,20.00,3.60,4.20
14-07-2024,05:37:00,CNR3474215131,Success,CID967559,Prime SUV,null,null,No,null,241.00,Cash,23.00,4.00,4.00
26-07-2024,06:17:00,CNR4149994866,Success,CID947964,Prime Sedan,null,null,No,null,1594.00,UPI,12.00,4.20,4.30
28-07-2024,12:41:00,CNR9929704877,Success,CID199406,eBike,null,null,No,null,2042.00,Cash,29.00,4.90,3.00
03-07-2024,19:26:00,CNR8990953148,Success,CID692096,eBike,null,null,Yes,Customer Demand,2990.00,UPI,14.00,4.60,4.50
19-07-2024,14:16:00,CNR4247155429,Canceled by Driver,CID382798,Bike,null,Personal & Car related issue,null,null,176.00,null,0.00,null,null
01-07-2024,23:29:00,CNR1361080513,Canceled by Customer,CID962914,Prime Plus,Driver asked to cancel,null,null,null,135.00,null,0.00,null,null
19-07-2024,21:56:00,CNR8507069195,Success,CID361795,Bike,null,null,No,null,824.00,Cash,41.00,3.30,4.20
04-07-2024,20:26:00,CNR7623310608,Success,CID440266,Auto,null,null,No,null,631.00,UPI,16.00,4.10,3.20
18-07-2024,20:14:00,CNR1013736020,Success,CID949561,Prime SUV,null,null,No,null,979.00,Cash,8.00,4.10,3.60
16-07-2024,17:17:00,CNR8857175450,Success,CID448644,Prime SUV,null,null,No,null,806.00,UPI,2.00,3.30,4.70
06-07-2024,02:38:00,CNR6626580395,Success,CID115698,Bike,null,null,No,null,596.00,Cash,46.00,4.00,4.20
25-07-2024,16:10:00,CNR8941561833,Driver Not Found,CID521491,Bike,null,null,null,null,121.00,null,0.00,null,null
22-07-2024,14:32:00,CNR3903503676,Canceled by Driver,CID780815,Prime Plus,null,Customer related issue,null,null,326.00,null,0.00,null,null
20-07-2024,02:50:00,CNR1018670318,Driver Not Found,CID287688,eBike,null,null,null,null,107.00,null,0.00,null,null
19-07-2024,10:30:00,CNR2376301376,Success,CID254563,Prime Plus,null,null,No,null,2588.00,UPI,29.00,4.40,4.00
08-07-2024,18:41:00,CNR8423207161,Success,CID447058,eBike,null,null,No,null,446.00,Cash,41.00,4.70,4.80
26-07-2024,01:00:00,CNR5094887797,Success,CID164144,Auto,null,null,No,null,112.00,UPI,5.00,4.20,4.80
22-07-2024,14:27:00,CNR7060687333,Success,CID809174,Prime SUV,null,null,No,null,164.00,UPI,33.00,3.40,3.40
28-07-2024,16:51:00,CNR9323723776,Canceled by Driver,CID407275,Mini,null,Customer was coughing/sick,null,null,211.00,null,0.00,null,null
01-07-2024,16:49:00,CNR2515949679,Success,CID114380,eBike,null,null,No,null,208.00,UPI,44.00,3.50,4.50
14-07-2024,03:02:00,CNR7692757758,Success,CID997623,Mini,null,null,No,null,426.00,Cash,43.00,4.70,4.70
01-07-2024,03:35:00,CNR6099848327,Success,CID530648,Bike,null,null,No,null,242.00,Cash,14.00,4.60,3.30
07-07-2024,01:26:00,CNR7745955968,Driver Not Found,CID740040,Prime SUV,null,null,null,null,250.00,null,0.00,null,null
08-07-2024,21:58:00,CNR1461114850,Driver Not Found,CID586677,Prime SUV,null,null,null,null,429.00,null,0.00,null,null
30-07-2024,08:54:00,CNR1149730577,Canceled by Customer,CID958172,eBike,AC is Not working,null,null,null,800.00,null,0.00,null,null
03-07-2024,15:03:00,CNR4627674047,Success,CID536498,Prime Plus,null,null,No,null,349.00,Cash,3.00,4.40,4.20
29-07-2024,08:21:00,CNR8478815785,Canceled by Driver,CID360294,Bike,null,Customer related issue,null,null,275.00,null,0.00,null,null
09-07-2024,01:30:00,CNR4113604755,Canceled by Driver,CID917475,Prime Plus,null,Customer related issue,null,null,918.00,null,0.00,null,null
09-07-2024,20:10:00,CNR5361041299,Canceled by Driver,CID860864,Prime Sedan,null,Personal & Car related issue,null,null,517.00,null,0.00,null,null
17-07-2024,16:08:00,CNR5540256415,Success,CID180187,Auto,null,null,No,null,759.00,UPI,18.00,4.40,4.60
08-07-2024,12:26:00,CNR5345970476,Success,CID880209,eBike,null,null,No,null,415.00,Credit Card,29.00,4.00,4.40
01-07-2024,21:17:00,CNR3294936806,Success,CID502796,Bike,null,null,No,null,2432.00,Cash,46.00,3.60,3.80
30-07-2024,21:34:00,CNR8820601602,Canceled by Customer,CID660791,Prime SUV,Driver is not moving towards pickup location,null,null,null,542.00,null,0.00,null,null
30-07-2024,12:58:00,CNR3855311565,Success,CID966724,Mini,null,null,No,null,477.00,Cash,20.00,3.40,3.30
26-07-2024,05:54:00,CNR4963914811,Success,CID545917,Prime Sedan,null,null,No,null,239.00,Cash,10.00,4.10,3.60
16-07-2024,20:26:00,CNR2945697061,Success,CID991026,Prime Sedan,null,null,No,null,241.00,Cash,15.00,5.00,4.50
06-07-2024,10:06:00,CNR5079235511,Success,CID281593,Bike,null,null,No,null,903.00,UPI,20.00,3.80,3.10
19-07-2024,05:48:00,CNR3323385211,Driver Not Found,CID217994,Prime Plus,null,null,null,null,128.00,null,0.00,null,null
08-07-2024,15:33:00,CNR5253631099,Success,CID445881,Mini,null,null,No,null,470.00,Cash,6.00,3.00,4.60
04-07-2024,17:15:00,CNR2746851908,Driver Not Found,CID408556,Prime Sedan,null,null,null,null,359.00,null,0.00,null,null
12-07-2024,12:29:00,CNR5500088561,Canceled by Driver,CID785734,Prime SUV,null,More than permitted people in there,null,null,845.00,null,0.00,null,null
20-07-2024,12:49:00,CNR6070434918,Canceled by Driver,CID102832,Mini,null,Customer related issue,null,null,643.00,null,0.00,null,null
02-07-2024,10:02:00,CNR3919043744,Success,CID891652,Auto,null,null,No,null,231.00,UPI,6.00,4.70,3.90
22-07-2024,08:28:00,CNR5605324280,Success,CID944343,Bike,null,null,No,null,462.00,UPI,16.00,4.30,3.60
12-07-2024,12:25:00,CNR1482834267,Success,CID155211,Bike,null,null,No,null,206.00,Cash,36.00,3.90,3.50
22-07-2024,18:48:00,CNR3999626903,Success,CID251087,Bike,null,null,No,null,466.00,Cash,17.00,4.50,3.50
10-07-2024,05:05:00,CNR3884007076,Success,CID312245,Prime SUV,null,null,No,null,442.00,Cash,47.00,3.40,4.00
27-07-2024,22:43:00,CNR3142457709,Success,CID440571,Bike,null,null,No,null,110.00,Debit Card,48.00,3.30,3.60
13-07-2024,08:12:00,CNR2894058186,Canceled by Customer,CID450642,Prime Plus,Change of plans,null,null,null,195.00,null,0.00,null,null
03-07-2024,09:42:00,CNR9699563368,Success,CID828159,Prime SUV,null,null,No,null,357.00,UPI,1.00,3.60,4.70
28-07-2024,23:18:00,CNR2099849780,Success,CID704708,Bike,null,null,No,null,364.00,UPI,27.00,3.40,3.90
09-07-2024,16:33:00,CNR4180712091,Success,CID909728,eBike,null,null,No,null,766.00,Cash,3.00,3.10,3.10
27-07-2024,07:11:00,CNR5937967102,Canceled by Driver,CID491614,Prime Plus,null,Customer was coughing/sick,null,null,405.00,null,0.00,null,null
06-07-2024,23:11:00,CNR9379485289,Success,CID784522,Prime Sedan,null,null,No,null,424.00,Cash,23.00,3.50,4.20
06-07-2024,12:31:00,CNR4496362204,Success,CID817716,Prime Plus,null,null,No,null,418.00,Cash,36.00,3.60,3.40
05-07-2024,18:21:00,CNR9016752692,Driver Not Found,CID136794,Prime Sedan,null,null,null,null,646.00,null,0.00,null,null
03-07-2024,23:20:00,CNR4893537281,Driver Not Found,CID805582,Prime Plus,null,null,null,null,738.00,null,0.00,null,null
08-07-2024,23:41:00,CNR5686190628,Success,CID284086,Bike,null,null,No,null,182.00,Cash,11.00,4.20,3.70
03-07-2024,15:57:00,CNR2749938283,Success,CID625222,eBike,null,null,No,null,365.00,Cash,44.00,4.40,4.10
07-07-2024,10:22:00,CNR7610275679,Success,CID882522,Prime SUV,null,null,No,null,237.00,Cash,4.00,3.10,4.30
07-07-2024,18:02:00,CNR4628514387,Canceled by Driver,CID866878,eBike,null,Personal & Car related issue,null,null,424.00,null,0.00,null,null
09-07-2024,23:15:00,CNR6147314841,Success,CID105335,Auto,null,null,No,null,834.00,UPI,17.00,4.60,4.80
26-07-2024,03:04:00,CNR3470682221,Driver Not Found,CID774062,Prime Sedan,null,null,null,null,368.00,null,0.00,null,null
